YouTubeID	ViewCount	LikeCount	DislikeCount	CommentCount	Width	Height	FrameCount	Year	MovieTitle	Title
tcRsYrEj3lQ	716879	7299	632	923	1920	1080	3272	2018	The Predator	The Predator Final Trailer (2018)
HCHroiBGohk	349195	3627	181	381	1920	1080	3254	2018	The Front Runner	The Front Runner Trailer #1 (2018)
sXKRKnBmFEU	196557	1543	189	251	1920	1080	3458	2018	First Man	First Man Trailer #2 (2018)
ilaRGckRxIk	181706	2465	100	172	1920	1080	3163	2018	Bad Times at the El Royale	Bad Times at the El Royale Trailer #2 (2018)
6Inr1RRD2P4	346320	5119	149	284	1920	1080	1681	2018	Johnny English Strikes Again	Johnny English Strikes Again Trailer #2 (2018)
TTf0Lc5YAcc	934282	5912	483	702	1920	1080	3683	2018	A Private War	A Private War Trailer #1 (2018)
AzxMcVrM-mk	119995	822	50	40	1920	1080	3361	2018	The Old Man & the Gun	The Old Man & the Gun Trailer #2 (2018)
EP3wSB_Nles	89123	391	59	36	1920	1080	1568	2018	Ben is Back	Ben is Back Teaser Trailer #1 (2018)
Pev2zsPNgdw	394835	3724	286	507	1920	1080	3618	2018	Suspiria	Suspiria Trailer #1 (2018)
gFs8nEdZCnQ	205859	2271	512	348	1920	1080	2399	2018	Goosebumps 2: Haunted Halloween	Goosebumps 2: Haunted Halloween International Trailer #1 (2018)
pqEQ3SmuPRw	253161	2879	429	172	1920	1080	3149	2018	Night School	Night School Trailer #3 (2018)
AEj9c-ytwBM	220032	1557	473	162	1920	1080	1909	2018	The Oath	The Oath Teaser Trailer #1 (2018)
1ZEuOBq0UzI	176882	2668	121	236	1920	1080	3537	2018	Widows	Widows Trailer #2 (2018)
HmsuC5AAR7s	425350	2565	409	240	1920	1080	3244	2018	The Happytime Murders	The Happytime Murders Trailer #1 (2018)
9ZS5d9l8XL0	1170951	15657	357	1143	1920	1080	3841	2018	Green Book	Green Book Trailer #1 (2018)
ttOcHmRxmQ8	521736	5615	1026	588	1920	1080	3787	2019	What Men Want	What Men Want Trailer #1 (2019)
iyYkGjH-Jyw	206718	2896	598	340	1920	1080	1963	2018	The Happytime Murders	The Happytime Murders Red Band Trailer #2 (2018)
n6ffPP-PDkg	442236	5673	307	334	1920	1080	2627	2018	Slaughterhouse Rulez	Slaughterhouse Rulez International Trailer #1 (2018)
7dsFI3Tfgdk	274471	3941	502	546	1920	1080	2413	2018	The Nutcracker and the Four Realms	The Nutcracker and the Four Realms Trailer #1 (2018)
9zI-INcW2iw	400985	3720	454	266	1920	1080	3505	2018	Lizzie	Lizzie Trailer #1 (2018)
zPtvykiaGPc	121673	1739	152	121	1920	1080	3637	2018	Smallfoot	Smallfoot Final Trailer (2018)
XgrWtn8kXHE	416269	4818	251	548	1920	1080	3482	2018	If Beale Street Could Talk	If Beale Street Could Talk Teaser Trailer #1 (2018)
eeQAY_9vG8M	1590342	6472	323	459	1920	1080	3752	2018	King of Thieves	King of Thieves International Trailer #1 (2018)
NaILbbTdilk	1316824	20333	776	2267	1920	1080	4503	2018	Venom	Venom Trailer #2 (2018)
M8wg3W5Nw68	432136	2125	297	207	1920	1080	1968	2018	Mile 22	Mile 22 Final Trailer (2018)
i9j6O1PF1Lk	360646	4031	879	732	1920	1080	3650	2018	Hunter Killer	Hunter Killer Trailer #1 (2018)
oHziWeFcvhc	224363	2798	209	170	1920	1080	3284	2018	Operation	Operation Finale Final Trailer (2018)
0SiBlHDXucM	426117	5703	974	1024	1920	1080	3478	2018	Slender Man	Slender Man Trailer #2 (2018)
uVN4QVskNrc	1466402	6611	691	1096	1920	1080	3637	2018	Final Score	Final Score Trailer #1 (2018)
AoEsF02gnUQ	267826	2713	166	154	1920	1080	3438	2018	What They Had	What They Had Trailer #1 (2018)
zXzSE0uqmjI	451279	11096	434	1070	1920	1080	3603	2018	Mid90s	Mid90s Trailer #1 (2018)
5wNAsdjaOvg	698933	13531	578	1517	1920	1080	3771	2019	Alita: Battle Angel	Alita: Battle Angel Trailer #2 (2019)
a7HMOpgThjw	2199280	28529	1551	3884	1920	1080	3720	2018	Aquaman	Aquaman Comic-Con Trailer (2018)
wC8uySZzInE	1288590	26309	1807	2949	1920	1080	4390	2019	Shazam!	Shazam! Comic-Con Teaser Trailer (2019)
g77W5Q1qK00	5186588	63655	3209	10573	1920	1080	3705	2019	Godzilla: King of the Monsters	Godzilla: King of the Monsters Comic-Con Trailer (2019)
1y0hRocB9sM	2309640	31882	885	1892	1920	1080	4943	2018	Fantastic Beasts: The Crimes of Grindelwald	Fantastic Beasts: The Crimes of Grindelwald Comic-Con Trailer (2018)
a8_e1yPzjV0	2169591	48847	717	3492	1920	1080	4382	2019	Glass	Glass Comic-Con Trailer (2019)
xtXXjpSnoJ0	3330230	17071	1039	957	1920	1080	3768	2018	Second Act	Second Act Trailer #1 (2018)
HvPmJQiDr_Y	1821146	13066	1156	973	1920	1080	3110	2018	I Still See You	I Still See You Trailer #1 (2018)
VO_7HXjtMJs	278299	6640	170	392	1920	1080	3740	2018	Welcome to Marwen	Welcome to Marwen Trailer #2 (2018)
7hiH2gNNQ8A	670960	10305	707	1668	1920	1080	3703	2018	Overlord	Overlord Trailer #1 (2018)
NXfjRgc8Dls	1818708	13910	1767	1592	1920	1080	3678	2018	Robin Hood	Robin Hood Trailer #1 (2018)
-EYO6waN6TY	556424	10417	712	926	1920	1080	3720	2018	Boy Erased	Boy Erased Trailer #1 (2018)
uhlOmNIN0Rg	233755	2642	2034	622	1920	1080	3827	2018	Assassination Nation	Assassination Nation Red Band Trailer #1 (2018)
d9qyOGEuLY4	1477025	10270	2770	1884	1920	1080	3692	2018	Assassination Nation	Assassination Nation Trailer #1 (2018)
A2iDKN5nfL4	539387	9526	174	699	1920	1080	3680	2018	Bohemian Rhapsody	Bohemian Rhapsody Trailer #1 (2018)
Ab6rslFsr_M	4119885	30600	1615	2551	1920	1080	3714	2018	Patient Zero	Patient Zero Trailer #1 (2018)
CcYGYzUsX3E	151359	1888	269	306	1920	1080	2441	2018	The Darkest Minds	The Darkest Minds Trailer (2018)
y9py35NhDjs	573712	5666	810	509	1920	1080	3744	2018	On the Basis of Sex	On the Basis of Sex Trailer #1 (2018)
ez3l4EA4pTc	320773	2475	517	383	1920	1080	1680	2018	Unfriended: Dark Web	Unfriended: Dark Web Trailer (2018)
_cVlSAD2mRU	2531596	21195	654	634	1920	1080	3517	2018	A Simple Favor	A Simple Favor Trailer #1 (2018)
BXkSost_0Nc	346321	3132	360	513	1920	1080	3470	2018	The Grinch	The Grinch International Trailer #1 (2018)
T5l8cvuo7IA	3586342	37526	2246	5969	1920	1080	3720	2018	Mary Queen of Scots	Mary Queen of Scots Trailer #1 (2018)
Mqdyyk-iOvY	1517480	12722	512	655	1920	1080	3855	2018	Colette	Colette Trailer #1 (2018)
iUm2FikfDps	3660572	32719	2258	3659	1920	1080	2951	2018	Goosebumps 2: Haunted Halloween	Goosebumps 2: Haunted Halloween Trailer #1 (2018)
pGbfQNn81gU	172583	3966	85	270	1920	1080	2413	2018	Christopher Robin	Christopher Robin Trailer (2018)
oALVg772eug	362771	3809	140	265	1920	1080	3759	2018	Life Itself	Life Itself Trailer #1 (2018)
VhVofFGT6-U	227461	2608	342	215	1920	1080	1916	2018	The Favourite	The Favourite Teaser Trailer #1 (2018)
I227guYCtzg	550823	6776	459	813	1920	1080	2781	2019	Wonder Park	Wonder Park Teaser Trailer #1 (2019)
7VWtXXaTPiw	223226	2086	300	239	1920	1080	2401	2018	Skyscraper	Skyscraper Trailer #3 (2018)
R7qYDYyoHcA	197694	2132	169	163	1920	1080	3672	2018	Mile 22	Mile 22 Trailer #2 (2018)
JmrQsARMThY	249960	1184	133	69	1920	1080	3843	2018	Juliet, Naked	Juliet, Naked Trailer #1 (2018)
ftkoroLAfHA	234338	3145	245	335	1920	1080	3746	2018	Mile 22	Mile 22 Red Band Trailer #1 (2018)
WX2PPtopgwk	203841	3756	161	286	1920	1080	3828	2018	The House with a Clock in its Walls	The House with a Clock in its Walls Trailer #2 (2018)
SyBGSCq3VPE	357215	4549	2966	1464	1920	1080	1624	2018	Assassination Nation	Assassination Nation Teaser Trailer #1 (2018)
XEw2uHUYUPk	2459379	32048	731	1663	1920	1080	3709	2018	Beautiful Boy	Beautiful Boy Trailer #1 (2018)
2GFfS0HAN_k	382810	1517	135	166	1920	1080	3477	2018	Zoe	Zoe Trailer #1 (2018)
uKaG6Yh4ZJ0	310369	1113	47	92	1920	1080	1679	2018	King of Thieves	King of Thieves International Teaser Trailer #1 (2018)
eEfakzH-eFw	985235	15135	833	1687	1920	1080	3615	2018	The Predator	The Predator Trailer #1 (2018)
_V-5kmDYh9Y	456241	7810	132	561	1920	1080	3738	2018	The Equalizer 2	The Equalizer 2 Trailer #2 (2018)
1nl9If0lAtY	454864	10804	1710	1734	1920	1080	3699	2018	The Hate U Give	The Hate U Give Trailer #1 (2018)
Li2dHr5Q-JY	326094	8754	344	589	1920	1080	3853	2018	Welcome to Marwen	Welcome to Marwen Trailer #1 (2018)
l-eB1AwpCXI	1422407	22844	544	1841	1920	1080	3027	2018	Creed II	Creed II Trailer #1 (2018)
mm_JfhUWy8c	314892	1813	282	191	1920	1080	1680	2018	Searching	Searching Trailer #2 (2018)
WTxSbKLVnvQ	2515185	35114	1238	851	1920	1080	3621	2018	Nobody's Fool	Nobody's Fool Trailer #1 (2018)
Ku5Huuw7fUU	1011252	11965	1093	933	1920	1080	3476	2018	Little Women	Little Women Trailer #1 (2018)
VpBV5N1nRFE	182656	2434	104	115	1920	1080	3934	2018	Leave No Trace	Leave No Trace Trailer #1 (2018)
NbX6uVMrHU8	435031	2461	615	333	1920	1080	2606	2018	Alpha	Alpha Trailer #2 (2018)
z8gPssTDf_M	95375	1240	137	133	1920	1080	3217	2018	The Children Act	The Children Act Trailer #1 (2018)
XenTM_C9fxM	7493537	91189	8844	14129	1920	1080	3684	2018	Unfriended: Dark Web	Unfriended: Dark Web Trailer #1 (2018)
UU8-4ccWKzY	745622	5290	660	633	1920	1080	3770	2018	The Grinch	The Grinch Trailer #2 (2018)
ZpgiyA5v_RU	649612	10198	439	1099	1920	1080	2173	2019	Dumbo	Dumbo Teaser Trailer #1 (2019)
5SaU2qJv7-g	636369	8792	443	872	1920	1080	2469	2018	The Nun	The Nun Teaser Trailer #1 (2018)
COeV-kkMudA	148642	1260	103	65	1920	1080	3696	2018	The Little Stranger	The Little Stranger Trailer #1 (2018)
ExUkFvlabLo	647897	7499	357	979	1920	1080	3889	2018	First Man	First Man Trailer #1 (2018)
aMCLVSlk1Tk	4236649	41947	1366	5289	1920	1080	4042	2018	Halloween	Halloween Trailer #1 (2018)
FRHe5J63ClM	1594336	6917	489	1066	1920	1080	3195	2018	Siberia	Siberia Trailer #1 (2018)
CQfBFj6Fh2Q	592142	8526	196	572	1920	1080	3212	2018	Bad Times at the El Royale	Bad Times at the El Royale Trailer #1 (2018)
CYe7oMmCFr0	1303244	25745	428	2345	1920	1080	3599	2019	How to Train Your Dragon: The Hidden World	How to Train Your Dragon: The Hidden World Trailer #1 (2019)
9Yyb8t9aoX4	104916	1064	249	175	1920	1080	2541	2018	The Girl in the Spider's Web	The Girl in the Spider's Web International Teaser Trailer #1 (2018)
Aks6eKumi3c	755909	6073	354	579	1920	1080	3690	2018	Serenity	Serenity Trailer #1 (2018)
IQCzrUIxapw	233454	3589	350	409	1920	1080	3902	2018	The Girl in the Spider's Web	The Girl in the Spider's Web Trailer #1 (2018)
4-tcHHyy1Rw	1358108	16517	550	1499	1920	1080	3696	2018	A Star Is Born	A Star Is Born Trailer #1 (2018)
8YDmCVZf2Nc	1109610	20956	824	1938	1920	1080	3696	2018	Spider-Man: Into the Spider-Verse	Spider-Man: Into the Spider-Verse Trailer #1 (2018)
oxbfOrmVkn8	1272356	12124	236	738	1920	1080	3745	2018	The Old Man and the Gun	The Old Man and the Gun Trailer #1 (2018)
52NJpkNbkDQ	534400	6204	757	954	1920	1080	3830	2018	Mortal Engines	Mortal Engines Trailer #1 (2018)
DPy-Ze55xX4	248233	3460	259	195	1920	1080	3701	2018	Operation	Operation Finale Trailer #1 (2018)
soJLSgDsx_s	1106515	14839	1444	2205	1920	1080	3505	2018	Bumblebee	Bumblebee Teaser Trailer #1 (2018)
S-36pC4PZ18	464736	7912	258	724	1920	1080	3697	2018	The Lego Movie 2: The Second Part	The Lego Movie 2: The Second Part Teaser Trailer #1 (2018)
paZ1togy7AY	487278	5904	223	304	1920	1080	3824	2018	White Boy Rick	White Boy Rick Trailer #1 (2018)
lX71_Jcm4po	6370679	86394	2729	8792	1920	1080	3709	2018	Ralph Breaks the Internet	Ralph Breaks the Internet Trailer #1 (2018)
wYUFlgR4YwQ	982439	16808	522	1270	1920	1080	3098	2018	Widows	Widows Trailer #1 (2018)
BqGpq_Agv_I	157621	1212	80	140	1920	1080	3537	2018	The Children Act	The Children Act International Trailer #1 (2018)
IBs1pRx2Tyw	894384	7199	573	350	1920	1080	3842	2018	Night School	Night School Trailer #2 (2018)
dPP03GzlcVs	105881	1326	133	73	1920	1080	2041	2018	Hotel Artemis	Hotel Artemis Trailer (2018)
eeBMQpzoEXQ	6606486	47433	2283	5049	1920	1080	3711	2018	Peppermint	Peppermint Trailer #1 (2018)
mecs05sjbRU	445469	9501	184	856	1920	1080	3721	2018	Christopher Robin	Christopher Robin Trailer #1 (2018)
g681XwMUpFc	753859	6512	1906	826	1920	1080	3431	2018	Ocean's 8 Exclusive	Ocean's 8 Exclusive Trailer (2018)
qnvh6Uu4-zk	591659	10186	218	1012	1920	1080	3815	2018	Christopher Robin	Christopher Robin International Trailer #1 (2018)
1-02pDtqOX4	627335	5764	311	354	1920	1080	1685	2018	Upgrade	Upgrade Trailer #2 (2018)
OZkj4ppw284	256911	2656	109	349	1920	1080	2152	None	Sicario 2: Day of the Soldado	Sicario 2: Day of the Soldado Trailer #2
gq1VyXbYFJY	291961	2609	297	256	1920	1080	2751	2018	A Simple Favor	A Simple Favor Teaser Trailer #2 (2018)
JrHRg8AzIT4	342166	4325	161	300	1920	1080	3863	2018	The Sisters Brothers	The Sisters Brothers Trailer #1 (2018)
JjK-aCHsDQs	121951	2027	105	168	1920	1080	3482	2018	Hotel Artemis	Hotel Artemis Red Band Trailer #1 (2018)
kB1ziaDbim8	807490	5983	700	877	1920	1080	4622	2018	Skyscraper	Skyscraper Trailer #2 (2018)
QQDL4stQCqo	514677	4542	273	391	1920	1080	2519	2018	Wildlife	Wildlife Teaser Trailer #1 (2018)
yqkeDHvcArs	641643	5371	319	347	1920	1080	3310	2018	Damsel	Damsel Trailer #1 (2018)
ZAVpB094Clc	643352	5960	1084	447	1920	1080	3579	2018	Down A Dark Hall	Down A Dark Hall Trailer #1 (2018)
RGeNA3gy9Ic	1522846	15195	497	1387	1920	1080	3724	2018	Papillon	Papillon Trailer #1 (2018)
FB1KTG-O1V0	2303335	18129	1752	3193	1920	1080	3841	2018	Mowgli: Legend of the Jungle	Mowgli: Legend of the Jungle Trailer #1 (2018)
_oIgOc2YEPY	648375	8198	327	843	1920	1080	3522	2018	City of Lies	City of Lies Trailer #1 (2018)
CVdHJuVydb4	782422	4710	660	709	1920	1080	3493	2018	Shock and Awe	Shock and Awe Trailer #1 (2018)
lpAdoEXUBcE	2492518	38438	6772	6492	1920	1080	3781	2018	The Happytime Murders	The Happytime Murders Red Band Trailer #1 (2018)
ZhZNuEZDswM	499728	6355	1219	937	1920	1080	3243	2018	Bleeding Steel	Bleeding Steel Trailer #1 (2018)
L8lHX5AP9pU	137723	1555	106	162	1920	1080	3811	2018	Searching	Searching International Trailer #1 (2018)
6MmPnuTFmEA	388928	5388	704	396	1920	1080	3260	2018	Sorry to Bother You	Sorry to Bother You Red Band Trailer #1 (2018)
JwRGurIh4QM	755430	3388	2962	791	1920	1080	3350	2018	A.X.L.Trailer #1 (2018	A.X.L.Trailer #1 (2018)
TjXQzRWmb_I	8130424	73290	2319	7106	1920	1080	2960	2018	Destination Wedding	Destination Wedding Trailer #1 (2018)
P5_iNAWUUQA	454316	7951	188	759	1920	1080	3769	None	Mission: Impossible - Fallout	Mission: Impossible - Fallout Trailer #1
eJU6S5KOsNI	9904246	49347	2419	4655	1920	1080	3820	2018	Mile 22	Mile 22 Trailer #1 (2018)
jEj5Vb2XTyk	470825	13396	210	720	1920	1080	2401	2018	Bohemian Rhapsody	Bohemian Rhapsody Teaser Trailer #1 (2018)
fQNZhs0QKq0	7592675	92501	6872	9563	1920	1080	3604	2018	BlacKkKlansman	BlacKkKlansman Trailer #1 (2018)
dCz30g0azGk	851061	9752	143	537	1920	1080	1681	2018	Incredibles 2	Incredibles 2 Teaser Trailer (2018)
Fw14xnNRH4Q	426371	4603	423	285	1920	1080	3475	2018	The Spy Who Dumped Me	The Spy Who Dumped Me Trailer #2 (2018)
2iULdbcMqC8	1345993	10518	554	1060	1920	1080	3687	2018	Searching	Searching Trailer #1 (2018)
1UoL8YPNdWY	117465	1290	120	98	1920	1080	1391	2018	Hereditary	Hereditary Trailer (2018)
FJxXpcpcW5E	1051768	14756	1607	2498	1920	1080	2489	2018	The Predator	The Predator Teaser Trailer #1 (2018)
GxYcfoepEoY	610568	2542	266	268	1920	1080	3820	2018	Loving Pablo	Loving Pablo Trailer #1 (2018)
I5R8HpxGYO4	213502	2367	317	229	1920	1080	3904	2018	Mamma Mia! Here We Go Again	Mamma Mia! Here We Go Again Final Trailer (2018)
U7m2P7UUaeI	258126	2646	235	177	1920	1080	3805	2018	Adrift	Adrift Final Trailer (2018)
WjpdpeuGwaY	189020	2466	191	167	1920	1080	2426	2018	Hotel Transylvania 3: Summer Vacation	Hotel Transylvania 3: Summer Vacation Teaser Trailer #1 (2018)
CkH-MHBItdQ	810921	5447	213	434	1920	1080	3264	2018	The Catcher Was a Spy	The Catcher Was a Spy Trailer #1 (2018)
h1sLHvmKAkM	1635341	7123	532	562	1920	1080	4216	2018	The Yellow Birds	The Yellow Birds Trailer #1 (2018)
F5B9jmB_4oM	2103250	25393	3650	3043	1920	1080	3272	2018	Robin Hood	Robin Hood Teaser Trailer #1 (2018)
5Y-GHTdoNUU	223646	2186	319	240	1920	1080	2122	2018	A Simple Favor	A Simple Favor Teaser Trailer #1 (2018)
WVMoH9NNL_k	167073	1495	582	381	1920	1080	3687	2018	Teen Titans Go! To the Movies	Teen Titans Go! To the Movies Trailer #1 (2018)
FEWeV2_MAWg	2651376	28467	699	1930	1920	1080	3522	2018	Ant-Man and the Wasp	Ant-Man and the Wasp Trailer #2 (2018)
jv2usOrBTQM	110256	391	89	25	1920	1080	2098	2018	Book Club	Book Club Final Trailer (2018)
oeDzu_UQePo	746085	8957	595	490	1920	1080	3701	2018	Kin	Kin Trailer #1 (2018)
FOd1zgCkLPM	141790	1852	99	124	1920	1080	2893	None	Don't Worry, He Won't Get Far on Foot	Don't Worry, He Won't Get Far on Foot Trailer #1
Bu_dZfiB2bc	196464	2609	339	169	1920	1080	3614	2018	Uncle Drew	Uncle Drew Trailer #1 (2018)
chPeYcLvCpI	259648	3734	205	219	1920	1080	3616	2018	Smallfoot	Smallfoot Trailer #1 (2018)
kFFwknK6iUI	617694	5397	222	333	1920	1080	3529	2018	Woman Walks Ahead	Woman Walks Ahead Trailer #1 (2018)
UfChVGHZhDQ	1607286	31449	1155	3627	1920	1080	3765	None	Venom	Venom Trailer #1
CwF05qn5mgw	1053334	12044	1041	1163	1920	1080	3716	2018	Crazy Rich Asians	Crazy Rich Asians Trailer #1 (2018)
z1T7aMT-9HI	306717	1756	347	279	1920	1080	793	2018	Crazy Rich Asians	Crazy Rich Asians Teaser Trailer #1 (2018)
tBgIEX2P07g	330899	2767	215	204	1920	1080	3716	2018	Jurassic World: Fallen Kingdom	Jurassic World: Fallen Kingdom International Trailer #1 (2018)
4zaJ1f2_D94	286917	1235	97	112	1920	1080	3555	2018	Anon	Anon Trailer #1 (2018)
d5nHJp2RpmE	120420	2592	284	232	1920	1080	3555	2018	Blindspotting	Blindspotting Trailer #1 (2018)
vONLB2l3ZrM	273355	4850	85	426	1920	1080	3859	2018	The Equalizer 2	The Equalizer 2 International Trailer #1 (2018)
eAKrgwCnkGM	2234318	23478	515	2090	1920	1080	3743	2018	The Equalizer 2	The Equalizer 2 Trailer #1 (2018)
Nx46GJLT-Xs	671814	14882	162	1077	1920	1080	3462	None	Deadpool 2	Deadpool 2 Final Trailer
rAUOdcvkGnY	136377	1672	1094	213	1920	1080	3684	2018	Life of the Party	Life of the Party Trailer #2 (2018)
zR6kV-s2Qn0	1197144	14072	721	1454	1920	1080	3845	2018	Jurassic World: Fallen Kingdom	Jurassic World: Fallen Kingdom Final Trailer (2018)
D2mjQP8cmYA	742975	2679	204	284	1920	1080	3105	2018	Anon	Anon International Trailer #1 (2018)
GDjIwKvd_1A	307935	3211	234	425	1920	1080	1920	2018	Hereditary	Hereditary Trailer (2018)
kUBowkexpkE	880328	7997	276	644	1920	1080	3697	2018	Hotel Artemis	Hotel Artemis Trailer #1 (2018)
fKllbkJ5Au0	155330	2265	108	242	1920	1080	961	2018	Hotel Artemis	Hotel Artemis Teaser Trailer #1 (2018)
lAvHoeClyc4	2103458	8611	462	554	1920	1080	2904	2018	In Darkness	In Darkness Trailer #1 (2018)
KhKpA7LQlUA	238650	2912	274	302	1920	1080	3268	2018	Mary Shelley	Mary Shelley Trailer #1 (2018)
7FaehC5jrv8	389972	4969	209	536	1920	1080	961	2018	Jurassic World: Fallen Kingdom	Jurassic World: Fallen Kingdom Teaser Trailer #1 (2018)
D9joM600LKA	783964	15670	268	1091	1920	1080	3512	2018	Incredibles 2	Incredibles 2 Trailer #1 (2018)
5WWC0GTP08w	850855	7290	417	803	1920	1080	3522	2018	Dark Crimes	Dark Crimes Trailer #1 (2018)
u2_4wtqV-n4	341779	4279	2209	824	1920	1080	3138	2018	Ocean's 8	Ocean's 8 Trailer #2 (2018)
GGYXExfKhmo	4882729	26789	1396	3015	1920	1080	3679	2018	The Meg	The Meg Trailer #1 (2018)
tu1cwITUm3M	1138516	4168	3666	1537	1920	1080	3254	2018	Future World	Future World Trailer #1 (2018)
MYV3CzllHRs	571004	10101	893	1451	1920	1080	3421	None	Solo: A Star Wars Story	Solo: A Star Wars Story Trailer #1
E-8e0cqUGTw	3698154	27791	2972	4376	1920	1080	3624	2018	The First Purge	The First Purge Trailer #1 (2018)
9cBN9_9oK4A	3611492	38231	817	1962	1920	1080	3842	2018	Johnny English Strikes Again	Johnny English Strikes Again Trailer #1 (2018)
YJoOuyayMKM	562537	9782	218	687	1920	1080	1333	2018	Johnny English Strikes Again	Johnny English Strikes Again Teaser Trailer #1 (2018)
IyB3Ovj1qh4	374378	7496	143	596	1920	1080	3793	2018	Upgrade	Upgrade Red Band Trailer #1 (2018)
36PDeN9NRZ0	5030594	33224	904	3691	1920	1080	3596	2018	Upgrade	Upgrade Trailer #1 (2018)
u5qZOqrPr_A	451765	1566	68	142	1920	1080	3179	2018	Cargo	Cargo Trailer #1 (2018)
JaNs468a59c	2430759	22822	1598	1017	1920	1080	3837	2018	Night School	Night School Trailer #1 (2018)
36aBi1jHkXc	684993	5773	1167	423	1920	1080	3627	2018	How to Talk to Girls at Parties	How to Talk to Girls at Parties Trailer #1 (2018)
h2bR7NhCf_A	483820	6146	111	656	1920	1080	1736	2018	A Quiet Place	A Quiet Place Final Trailer (2018)
VFnS_qGqNUs	3221306	31029	1362	2125	1920	1080	3645	2018	Cargo	Cargo International Trailer #1 (2018)
wZ6xeRGCcLs	251975	1315	179	176	1920	1080	3576	None	First Reformed	First Reformed Trailer #1
18RqtFuaNe8	4735723	23119	2289	1431	1920	1080	2943	2018	Terminal	Terminal Trailer #1 (2018)
olb97DDMitk	2123244	42697	1316	1975	1920	1080	3305	2018	The Darkest Minds	The Darkest Minds Trailer #1 (2018)
yqyTt28RrNg	154558	1436	48	56	1920	1080	4414	None	Deadpool 2	Deadpool 2 International Trailer #1
GeF_5qo00Uw	2157755	20634	1299	1745	1920	1080	3080	2018	The House with a Clock in its Walls	The House with a Clock in its Walls Trailer #1 (2018)
f1qa0G9xrR0	1141137	23448	390	1036	1920	1080	3897	2018	Deadpool 2	Deadpool 2 Trailer #1 (2018)
D3G_7sFPYYs	167179	699	74	65	1920	1080	1377	2018	Terminal	Terminal Teaser Trailer #1 (2018)
gPhlhwfHlYY	175072	2564	306	180	1920	1080	3558	2018	Action Point	Action Point Trailer #1 (2018)
kjaHhduqS5o	3729887	28311	5745	2085	1920	1080	3050	2018	The Spy Who Dumped Me	The Spy Who Dumped Me Trailer #1 (2018)
XVXBaE_piSs	569084	8226	386	528	1920	1080	3940	2017	Hotel Transylvania 3: Summer Vacation	Hotel Transylvania 3: Summer Vacation Trailer #2 (2017)
WHn36xTh-NI	339547	3880	271	201	1920	1080	3482	2018	Under the Silver Lake	Under the Silver Lake Trailer #1 (2018)
BEy1N55z9jM	262082	1936	102	185	1920	1080	3066	2018	The Titan	The Titan Trailer #1 (2018)
9rQu77pgnpg	1554939	10029	431	647	1920	1080	3415	2018	Tag	Tag Trailer #1 (2018)
i02bxFc88b4	2751466	18177	614	2121	1920	1080	3714	None	Sicario 2: Day of the Soldado	Sicario 2: Day of the Soldado Trailer #1
OVZ1u36nrns	172288	1424	92	110	1920	1080	3890	2018	Can You Ever Forgive Me?	Can You Ever Forgive Me? Trailer #1 (2018)
NWepvH6LnEw	8787145	100082	2199	12491	1920	798	3312	2018	Avengers: Infinity War	Avengers: Infinity War Trailer #2 (2018)
1HcoMNJUiM0	417028	5393	218	560	1920	1080	3661	2018	Ready Player One	Ready Player One Trailer (2018)
If2lCD0SQrE	3329520	26059	704	1412	1920	1080	3741	2018	Adrift	Adrift Trailer #1 (2018)
uhY87sdMXOk	153048	1727	162	185	1920	1080	1682	2018	Life Itself	Life Itself Teaser Trailer #1 (2018)
97rCeictIJc	1561075	25117	625	1865	1920	1080	3035	2018	Fantastic Beasts: The Crimes of Grindelwald	Fantastic Beasts: The Crimes of Grindelwald Teaser Trailer #1 (2018)
XthLQZWIshQ	3190253	31603	1380	2580	1920	1080	3745	2018	Sorry to Bother You	Sorry to Bother You Trailer #1 (2018)
TlH4DqQTdCU	482257	3580	167	380	1920	1080	3553	2018	Borg vs. McEnroe	Borg vs. McEnroe Trailer #1 (2018)
Teb6n0YCVOo	270097	2811	115	125	1920	1080	3984	2018	The House of Tomorrow	The House of Tomorrow Trailer #1 (2018)
1MEiHm3Z2os	141693	1398	199	94	1920	1080	3539	2018	Game Over, Man!	Game Over, Man! Trailer #2 (2018)
knFho9WzLJQ	2866859	18495	3516	2645	1920	1080	3631	2018	The Grinch	The Grinch Trailer #1 (2018)
3_Mlz37NmWM	162919	1406	1041	319	1920	1080	2365	None	Show Dogs	Show Dogs Trailer #2
4Gc6Orz5XtI	287626	2050	309	189	1920	1080	2985	2018	The Seagull	The Seagull Trailer #1 (2018)
QHxRqMi1rts	197775	1893	158	172	1920	1080	3431	2018	Tully	Tully Trailer #1 (2018)
T-wpaNZIDCo	918397	10098	261	1258	1920	1080	1941	2018	Christopher Robin	Christopher Robin Teaser Trailer #1 (2018)
kvt41MIelDE	1072145	9128	520	1126	1920	1080	2526	2018	Mary Poppins Returns	Mary Poppins Returns Teaser Trailer #1 (2018)
0Ec7JVwz9Dw	163657	749	101	54	1920	1080	2517	2018	Submergence	Submergence Trailer #1 (2018)
uHRO91qbOCI	138497	1215	342	150	1920	1080	3874	2018	Book Club	Book Club Trailer #1 (2018)
JMgLxOZJWvs	1374086	25264	541	2627	1920	804	3027	2018	Ralph Breaks the Internet	Ralph Breaks the Internet Teaser Trailer #1 (2018)
Jpuj24JNp6M	71635	376	39	38	1920	1080	1441	None	Unsane	Unsane International Trailer #1
